"TID","TR"
"TID_NANO_WENDY_1_DESC","Temel saldırı hedefleri delip geçer."
"TID_NANO_WENDY_2_DESC","Taret sağlığı <c00cc00>+<VALUE></c>"
"TID_NANO_WENDY_3_DESC","Hareket halindeyken geçici kalkanı yeniler."
"TID_VAULT_TAIL_REWARD_SUBTITLE_REGIONAL_COMPLIANCE","Başına bonus ödül kazanırsın:"
"TID_VAULT_TAIL_REWARD_INFO_TOOLTIP_REGIONAL_COMPLIANCE","Brawl Pass'i tamamladıktan sonra DP kazandıkça melek hediyesi gibi rastgele ödüller ve kaynaklar dahil olmak üzere bonus ödüller kazanırsın."
"TID_ADIDAS_BOX_ASH_SKIN","ADIDAS ASH"
"TID_ADIDAS_BOX_ASH_SHOP","ADIDAS\nASH"
"TID_BROCK_PROPASS_PROGRESSION_SKIN_1","SİBER BROCK"
"TID_BROCK_PROPASS_PROGRESSION_SKIN_1_SHOP","SİBER\nBROCK"
"TID_BROCK_PROPASS_PROGRESSION_SKIN_2","SİBER BROCK II"
"TID_BROCK_PROPASS_PROGRESSION_SKIN_2_SHOP","SİBER\nBROCK II"
"TID_BROCK_PROPASS_PROGRESSION_SKIN_3","SİBER BROCK III"
"TID_BROCK_PROPASS_PROGRESSION_SKIN_3_SHOP","SİBER\nBROCK III"
"TID_BROCK_PROPASS_PROGRESSION_SKIN_4","SİBER BROCK IV"
"TID_BROCK_PROPASS_PROGRESSION_SKIN_4_SHOP","SİBER\nBROCK IV"
"TID_BROCK_PROPASS_PROGRESSION_SKIN_5","SİBER BROCK V"
"TID_BROCK_PROPASS_PROGRESSION_SKIN_5_SHOP","SİBER\nBROCK V"
"TID_BROCK_PROPASS_PROGRESSION_SKIN_6","SİBER BROCK VI"
"TID_BROCK_PROPASS_PROGRESSION_SKIN_6_SHOP","SİBER\nBROCK VI"
"TID_BROCK_PROPASS_PROGRESSION_SKIN_7","SİBER BROCK VII"
"TID_BROCK_PROPASS_PROGRESSION_SKIN_7_SHOP","SİBER\nBROCK VII"
"TID_BROCK_PROPASS_PROGRESSION_SKIN_8","SİBER BROCK VIII"
"TID_BROCK_PROPASS_PROGRESSION_SKIN_8_SHOP","SİBER\nBROCK VIII"
"TID_BROCK_PROPASS_PROGRESSION_SKIN_9","CYBERPUNK\nBROCK"
"TID_BROCK_PROPASS_PROGRESSION_SKIN_9_SHOP","CYBERPUNK BROCK"
"TID_BROCK_PROPASS_PROGRESSION_SKIN_10","ŞEYTANİ BROCK"
"TID_BROCK_PROPASS_PROGRESSION_SKIN_10_SHOP","ŞEYTANİ\nBROCK"
"TID_BROCK_PROPASS_PROGRESSION_SKIN_11","SİBERKAOS BROCK"
"TID_BROCK_PROPASS_PROGRESSION_SKIN_11_SHOP","SİBERKAOS\nBROCK"
"TID_CYBERNOODLES_KOJI_SKIN","NANO NORI"
"TID_CYBERNOODLES_KOJI_SHOP","NANO\nNORI"
"TID_CYBERNOODLES_MEG_SKIN","MEGA MEKA MEG"
"TID_CYBERNOODLES_MEG_SHOP","MEGA MEKA\nMEG"
"TID_CYBERNOODLES_MEG_CHROMA_1_SKIN","MEGA KURUMSAL MEKA MEG"
"TID_CYBERNOODLES_MEG_CHROMA_1_SHOP","MEGA KURUMSAL\nMEKA MEG"
"TID_CYBERNOODLES_MEG_CHROMA_2_SKIN","MEGA DÜNYA MEKA MEG"
"TID_CYBERNOODLES_MEG_CHROMA_2_SHOP","MEGA DÜNYA\nMEKA MEG"
"TID_CYBERNOODLES_JAE_YONG_SKIN","CYBERPUNK JAE-YONG"
"TID_CYBERNOODLES_JAE_YONG_SHOP","CYBERPUNK\nJAE-YONG"
"TID_CYBERNOODLES_JAE_YONG_CHROMA_1_SKIN","NANO JAE-YONG"
"TID_CYBERNOODLES_JAE_YONG_CHROMA_1_SHOP","NANO\nJAE-YONG"
"TID_CYBERNOODLES_JAE_YONG_CHROMA_2_SKIN","CHOOM JAE-YONG"
"TID_CYBERNOODLES_JAE_YONG_CHROMA_2_SHOP","CHOOM\nJAE-YONG"
"TID_CYBERNOODLES_SHELLY_SKIN","SİBER SHELLY"
"TID_CYBERNOODLES_SHELLY_SHOP","SİBER\nSHELLY"
"TID_CYBERNOODLES_TARA_SKIN","TEKNO TARA"
"TID_CYBERNOODLES_TARA_SHOP","TEKNO\nTARA"
"TID_KATANA_KINGDOM_BERRY_SKIN","DÖVÜŞÇÜ BERRY"
"TID_KATANA_KINGDOM_BERRY_SHOP","DÖVÜŞÇÜ\nBERRY"
"TID_KATANA_KINGDOM_TICK_SKIN","TICKOYAKI"
"TID_KATANA_KINGDOM_TICK_SHOP","TICKOYAKI"
"TID_KATANA_KINGDOM_MICO_SKIN","USTA MICO"
"TID_KATANA_KINGDOM_MICO_SHOP","USTA\nMICO"
"TID_KATANA_KINGDOM_MICO_CHROMA_1_SKIN","ATEŞ USTASI MICO"
"TID_KATANA_KINGDOM_MICO_CHROMA_1_SHOP","ATEŞ USTASI\nMICO"
"TID_KATANA_KINGDOM_MICO_CHROMA_2_SKIN","TOPRAK USTASI MICO"
"TID_KATANA_KINGDOM_MICO_CHROMA_2_SHOP","TOPRAK USTASI\nMICO"
"TID_WINDSTOCK_BYRON_SKIN","BİYOTEKNOLOJİ BYRON"
"TID_WINDSTOCK_BYRON_SHOP","BİYOTEKNOLOJİ\nBYRON"
"TID_WINDSTOCK_BYRON_CHROMA_1_SKIN","TOPRAKTAN ÇIKMIŞ BYRON"
"TID_WINDSTOCK_BYRON_CHROMA_1_SHOP","TOPRAKTAN ÇIKMIŞ\nBYRON"
"TID_WINDSTOCK_BYRON_CHROMA_2_SKIN","YAPRAK USTASI BYRON"
"TID_WINDSTOCK_BYRON_CHROMA_2_SHOP","YAPRAK USTASI\nBYRON"
"TID_WINDSTOCK_GRAY_SKIN","WINDSTOCK GRAY"
"TID_WINDSTOCK_GRAY_SHOP","WINDSTOCK\nGRAY"
"TID_WINDSTOCK_MOE_SKIN","TÜRBİN MOE"
"TID_WINDSTOCK_MOE_SHOP","TÜRBİN\nMOE"
"TID_WINDSTOCK_ROSA_SKIN","RETROGELECEK ROSA"
"TID_WINDSTOCK_ROSA_SHOP","RETROGELECEK\nROSA"
"TID_WINDSTOCK_ROSA_CHROMA_1_SKIN","YENİLENEBİLİR ROSA"
"TID_WINDSTOCK_ROSA_CHROMA_1_SHOP","YENİLENEBİLİR\nROSA"
"TID_WINDSTOCK_ROSA_CHROMA_2_SKIN","BİLİM KURGU ROSA"
"TID_WINDSTOCK_ROSA_CHROMA_2_SHOP","BİLİM KURGU\nROSA"
"TID_WINDSTOCK_KENJI_SKIN","KIRÇILLI KENJI"
"TID_WINDSTOCK_KENJI_SHOP","KIRÇILLI\nKENJI"
"TID_WINDSTOCK_SPROUT_SKIN","ENERJİK SPROUT"
"TID_WINDSTOCK_SPROUT_SHOP","ENERJİK\nSPROUT"
"TID_TRUE_GOLD_BOLT_SKIN","SAF ALTIN BOLT"
"TID_TRUE_GOLD_BOLT_SHOP","SAF ALTIN\nBOLT"
"TID_TRUE_SILVER_BOLT_SKIN","SAF GÜMÜŞ BOLT"
"TID_TRUE_SILVER_BOLT_SHOP","SAF GÜMÜŞ\nBOLT"
"TID_TRUE_GOLD_DAMIAN_SKIN","SAF ALTIN DAMIAN"
"TID_TRUE_GOLD_DAMIAN_SHOP","SAF ALTIN\nDAMIAN"
"TID_TRUE_SILVER_DAMIAN_SKIN","SAF GÜMÜŞ DAMIAN"
"TID_TRUE_SILVER_DAMIAN_SHOP","SAF GÜMÜŞ\nDAMIAN"
"TID_TRUE_GOLD_STARRNOVA_SKIN","SAF ALTIN STARR NOVA"
"TID_TRUE_GOLD_STARRNOVA_SHOP","SAF ALTIN\nSTARR NOVA"
"TID_TRUE_SILVER_STARRNOVA_SKIN","SAF GÜMÜŞ STARR NOVA"
"TID_TRUE_SILVER_STARRNOVA_SHOP","SAF GÜMÜŞ\nSTARR NOVA"
"TID_COLLAB_NANO_POWERS_RARITY_1","TEMEL"
"TID_COLLAB_NANO_POWERS_RARITY_2","DESTEKLİ"
"TID_COLLAB_NANO_POWERS_RARITY_3","SİBERNETİK"
"TID_COLLAB_NANO_POWERS_RARITY_4","KUANTUM"
"TID_COLLAB_NANO_POWERS","NANOGÜÇLER"
"TID_COLLAB_NANO_POWERS_INFO_TAP","Savaşçılara dokunup NanoGüçlerini görebilirsin."
"TID_COLLAB_NANO_POWERS_SUBTITLE","NanoGüç bulma şansı için NanoPaketleri aç."
"TID_COLLAB_NANO_POWERS_AVAILABLE_MODE","NanoGüçler etkeninin olduğu modlarda kullanılabilir."
"TID_COLLAB_NANO_POWERS_NOODLE_METER_TITLE","NANOMETRE"
"TID_COLLAB_NANO_POWERS_NOODLE_METER_SUBTITLE","AÇILAN NANOPAKET"
"TID_COLLAB_NANO_POWERS_TIME","BAŞLAMASINA: <TIME>"
"TID_COLLAB_NANO_POWERS_NOODLE_BUTTON","NANOPAKET AL"
"TID_COLLAB_NANO_POWERS_SIDE_QUEST_SUBTITLE","<Brawler> YAN GÖREVLERİNİ TAMAMLA!"
"TID_COLLAB_NANO_POWERS_INFO_SUBTITLE","NanoGüçler etkenine sahip oyun modlarında NanoGüçleri kullanabilirsin!"
"TID_SHIELD_DAMAGE_CHARGES_SUPER","Kalkan hasarı alınca süperi doldurur."
"TID_COLLAB_NANO_POWERS_TITLE","NANONOODLE"
"TID_COLLAB_NANO_POWERS_SEASON","NANONOODLE"
"eliatest",""
"TID_COLLAB_WIND_EVENT_SKIN_MILESTONE","Smoothie paketlerini açıp ödül alabilirsin!"
"TID_ARCADE_BUDDY_GADGET_1_DESC","8-BIT Hasar Artırıcısına ışınlanır, kendisini <c00cc00><!buddy.trait.value.scaleToLevel></c> iyileştirir ve Hasar Artırıcıyı <c00cc00>%<!buddy.trait[1].value></c> onarır."
"TID_ARCADE_BUDDY_GADGET_1_DIFF","Kendisini <c00cc00><!buddy.trait.value.scaleToLevel></c> iyileştirir, Hasar Artırıcıyı <c00cc00>%<!buddy.trait[1].value></c> onarır."
"TID_ARCADE_BUDDY_GADGET_2_DESC","8-BIT, yakınlardaki düşmanlara seken <c00cc00><!buddy.accessory.skill.areaEffect.bulletExplosionTriggerCount></c> mermi atar. Seken mermiler <c00cc00>%<!buddy.accessory.skill.areaEffect.bulletExplosionBullet.chainBullet.damagePercentStart></c> hasar verir. Cephane tüketir."
"TID_ARCADE_BUDDY_GADGET_2_DIFF","Bu mermiler yakınlardaki düşmanlara seker."
"TID_ARCADE_BUDDY_STARPOWER_1_DESC","Hasar Artırıcının menzilini <c00cc00>%<!arcade.largerAreaUlti.rangePercent></c>, hasarını <c00cc00>%<!arcade.largerAreaUlti.damageDelta></c> artırır. Hasar artırıcı <c00cc00><!buddy.trait.component.value.ticksAsSeconds></c> saniyede bir şarjör üretir. Şarjörün oyunda kalma süresi <c00cc00><!buddy.trait.component.projectile.spawnItem.lifetime.ticksAsSeconds></c> saniyedir ve <c00cc00>1</c> cephane doldurur."
"TID_ARCADE_BUDDY_STARPOWER_1_DIFF","Hasar Artırıcı <c00cc00><!buddy.trait.component.value.ticksAsSeconds></c> saniyede bir şarjör üretir. Şarjör <c00cc00><!buddy.trait.component.projectile.spawnItem.lifetime.ticksAsSeconds></c> saniye oyunda kalır ve <c00cc00>1</c> cephane doldurur."
"TID_ARCADE_BUDDY_STARPOWER_2_DESC","Hasar Artırıcının yanındayken 8-BIT <c00cc00>%<!card.projectile.statusEffectAlly.speedBoostPercent></c>, takım arkadaşları <c00cc00>%<!buddy.trait.projectile.statusEffectAlly.baseSpeedIncreasePercent></c> hız artışı kazanır."
"TID_ARCADE_BUDDY_STARPOWER_2_DIFF","Takım arkadaşları <c00cc00>%<!buddy.trait.projectile.statusEffectAlly.baseSpeedIncreasePercent></c> hız artışı kazanır."
"TID_ARCADE_BUDDY_OVERCHARGE_DESC","8-BIT sonsuz cephaneye sahip olur ve yaptığı temel saldırıyı bölüp bir temel saldırı daha ateşleyebilir."
"TID_ARCADE_BUDDY_OVERCHARGE_DIFF","Hiperşarj sırasında 8-BIT sonsuz cephaneye sahip olur ve yaptığı temel saldırıyı bölüp bir temel saldırı daha ateşleyebilir."
"TID_COLLAB_WIND_EVENT_MILESTONE_SUBTITLE","AÇILAN SMOOTHIE PAKETLERİ"
"TID_FUTURE_GIRL_GADGET_2_DESC","Wendy, isabet ettiği tüm düşmanları yavaşlatan ve bir süreliğine iyileşmelerini engelleyen bir rüzgar bombası atar."
"TID_FUTURE_GIRL_GADGET_1_DESC","Wendy'nin platformu onu hızlandırır ve kısa bir mesafede sıçramasını sağlar."
"TID_FUTURE_GIRL_SP_1_DESC","Wendy’nin Kalkan Jeneratörünün etrafındaki düşmanlar yavaşlar."
"TID_FUTURE_GIRL_SP_2_DESC","Wendy’nin Kalkan Jeneratörü ek <c00cc00><!card.value.scaleToLevel></c> sağlık kazanır."
"TID_COLLAB_WIND_EVENT_SKIN_PARTS_SUBTITLE","MEKA PLAN"
"TID_TROPHY_GAME_REPUTATION_NOTIFICATION_5","Kupalı maçtan çok çabuk ayrıldığın için itibarın düşürüldü. Bunu sık yaparsan kupalı maçlardan UZAKLAŞTIRILIRSIN."
"TID_MECHADUDE_BUDDY_GADGET_2_DESC","Meg, mekasından ayrılıp onu ileri doğru gönderir. Meka, çarptıklarına <c00cc00><!buddy.accessory.skill.damage.scaleStatToLevel></c> hasar verir ve ardında <c00cc00><!areaeffect[MechaDudeGadgetBuddyFire].timems.msasseconds></c> saniyeliğine <c00cc00>%<!areaeffect[MechaDudeGadgetBuddyFire].damage></c> hasar veren ateşten bir iz bırakır.\nMeg, mekasından ayrılınca <c00cc00><!card.character.component[0].values[1].ticksasseconds></c> saniye içinde süperini tamamen doldurur."
"TID_MECHADUDE_BUDDY_GADGET_2_DIFF","Meka, ardında <c00cc00><!areaeffect[MechaDudeGadgetBuddyFire].timems.msasseconds></c> saniyeliğine ilk darbesinin <c00cc00>%<!areaeffect[MechaDudeGadgetBuddyFire].damage></c> kadarı hasar veren ateşten bir iz bırakır."
"TID_MECHADUDE_BUDDY_GADGET_1_DESC","Sadece meka formunda kullanılabilir. Meka ve yakınlarındaki takım arkadaşları <c00cc00><!buddy.accessory.activetime.ticksasseconds></c> saniye boyunca her saniye <c00cc00>%<!buddy.accessory.value1></c> iyileşir."
"TID_MECHADUDE_BUDDY_GADGET_1_DIFF","Voltaj Makinesi +<c00cc00><!buddy.accessory.additionalactivetime.ticksasseconds></c> saniye iyileşir."
"TID_MECHADUDE_BUDDY_STARPOWER_1_DESC","Meg, mekadan ayrılınca <c00cc00><!card.value2.ticksasseconds></c> saniyeliğine <c00cc00>%<!card.value1></c> kalkan ve <c00cc00>+%<!buddy.trait.value></c> hareket hızı kazanır."
"TID_MECHADUDE_BUDDY_STARPOWER_1_DIFF","Meg, kalkanı etkin olduğu sürece <c00cc00>+%<!buddy.trait.value></c> hareket hızı kazanır."
"TID_MECHADUDE_BUDDY_STARPOWER_2_DESC","Meka, Meg'in süperiyle vurduğu her düşman için <c00cc00><!card.value1.scaleStatToLevel></c> sağlık yeniler. Çeliği Hisset saldırısı ayrıca rakip savaşçılardan <c00cc00><!buddy.component.values[0].aspercentagefrom100steal></c> cephane çalar."
"TID_MECHADUDE_BUDDY_STARPOWER_2_DIFF","Çeliği Hisset saldırısı ayrıca rakip savaşçılardan <c00cc00><!buddy.component.values[0].aspercentagefrom100steal></c> cephane çalar. Çeliği hissederken bunu hissedemezler!"
"TID_MECHADUDE_BUDDY_OVERCHARGE_DESC","Çeliği Hisset saldırısının menzili artar. Mekaya binmek yakınlardaki düşmanları <c00cc00><!card.character.component[0].areaeffect[2].statuseffectenemy.duration.ticksasseconds></c> saniyeliğine yavaşlatır. Mekanın temel saldırısı patlayıcı etki kazanır, <c00cc00><!card.character.pet.weaponskill.overchargedversion.overchargedprojectile.onenemyhitaction.areaeffect.damage.scaleStatToLevel></c> alan hasarı verir. Mekasında değilken Meg'in temel saldırısı düşmanları takip eder ve ek bir mermi atar."
"TID_MECHADUDE_BUDDY_OVERCHARGE_DIFF","Mekanın temel saldırısı patlayıcı etki kazanır, <c00cc00><!card.character.pet.weaponskill.overchargedversion.overchargedprojectile.onenemyhitaction.areaeffect.damage.scaleStatToLevel></c> alan hasarı verir. Mekasında değilken Meg'in temel saldırısı düşmanları takip eder ve ek bir mermi atar."
"TID_FUTURE_GIRL_WEAPON_DESC","Wendy bir patlamayla <c00cc00><DAMAGE></c> hasar verir ve <c00cc00><SHIELD_GAIN></c> kalkan kazanır. Takım arkadaşlarını vurursa onlara <c00cc00><SHIELD_GIVE></c> kalkan verir."
"TID_FUTURE_GIRL_ULTI_DESC","Wendy, menzili içinde kendisinin ve takım arkadaşlarının aldığı hasarı <c00cc00>%<VALUE></c> azaltan bir Kalkan Jeneratörü yerleştirir."
"TID_AYCB_BRAWLER_ALREADY_USED","<NAME> zaten bir katı tamamladı. Başka bir savaşçı seç!"
"TID_AYCB_BRAWLER_ALREADY_USED_LOST","<NAME> kaybetti. Başka bir savaşçı seç!"
"TID_AYCB_BRAWLER_UNAVAILABLE","<NAME> kullanılamıyor. Başka bir savaşçı seç!"
"TID_COLLAB_NANO_POWERS_COLLECTABLE_FOR","Almak için:"
"TID_COLLAB_NANO_NOODLES_SEASON","Yeni sezona:"
"TID_BUDDY_POWER_LEVELER_GADGETS_UNLOCK","SURGE'ÜN AKSESUAR BUFFIE'Sİ"
"TID_BUDDY_POWER_LEVELER_OVERCHARGE_UNLOCK","SURGE'ÜN HİPER BUFFIE'Sİ"
"TID_BUDDY_POWER_LEVELER_STARPOWERS_UNLOCK","SURGE'ÜN YILDIZ BUFFIE'Sİ"
"TID_BUDDY_SPEEDY_GADGETS_UNLOCK","MAX'İN AKSESUAR BUFFIE'Sİ"
"TID_BUDDY_SPEEDY_OVERCHARGE_UNLOCK","MAX'İN HİPER BUFFIE'Sİ"
"TID_BUDDY_SPEEDY_STARPOWERS_UNLOCK","MAX'İN YILDIZ BUFFIE'Sİ"
"TID_POWER_LEVELER_BUDDY_GADGET_1_DESC","Surge'ün Elektrik Atlamaları süper dolum hızını <c00cc00><!buddy.accessory.statusEffectAlly.duration.ticksAsSeconds></c> saniyeliğine <c00cc00>%<!buddy.accessory.statusEffectAlly.ultiChargeBoostPercent></c> artırır. Elektrik Atlaması ayrıca <c00cc00>%<!buddy.accessory.statusEffectAlly.decreaseReloadTimePercent></c> doldurma hızı kazandırır."
"TID_POWER_LEVELER_BUDDY_GADGET_1_DIFF","Elektrik Atlaması ayrıca <c00cc00>%<!buddy.accessory.statusEffectAlly.decreaseReloadTimePercent></c> doldurma hızı kazandırır."
"TID_POWER_LEVELER_BUDDY_GADGET_2_DESC","Sonraki <c00cc00><!buddy.accessory.statusEffectAlly.duration.ticksAsSeconds></c> saniye boyunca Surge aldığı hasarın <c00cc00>%<!buddy.accessory.statusEffectAlly.shieldPercent></c> kadarından etkilenmez ve bu enerjiyi <c00cc00><!buddy.accessory.statusEffectAlly.actionsOnCancelOnDamage.values></c> cephane doldurmak için kullanır. Surge, Güç Kalkanı sırasında isabet alırsa aksesuar bekleme süresi <c00cc00>%<!buddy.accessory.statusEffectAlly.actionsOnCancelOnDamage[1].values></c> azalır."
"TID_POWER_LEVELER_BUDDY_GADGET_2_DIFF","Surge, Güç Kalkanı sırasında hasar alırsa aksesuar bekleme süresi <c00cc00>%<!buddy.accessory.statusEffectAlly.actionsOnCancelOnDamage[1].values></c> azalır."
"TID_POWER_LEVELER_BUDDY_OVERCHARGE_DESC","Surge'ün süperinin menzili artar ve süper atışı isabet ettiği yerde her yöne Savaş Suyu atar."
"TID_POWER_LEVELER_BUDDY_OVERCHARGE_DIFF","Surge iki kat Savaş Suyu atar."
"TID_POWER_LEVELER_BUDDY_STARPOWER_1_DESC","Surge'ün temel saldırısı duvarlardan seker. Duvarlardan seken atışlar iki ek mermiye bölünür."
"TID_POWER_LEVELER_BUDDY_STARPOWER_1_DIFF","Surge'ün duvarlardan seken atışları iki ek mermiye bölünür."
"TID_POWER_LEVELER_BUDDY_STARPOWER_2_DESC","Surge hep süperi dolu canlanır. Üçüncü aşamaya ulaştığında süperini kullanınca hareket hızı artar."
"TID_POWER_LEVELER_BUDDY_STARPOWER_2_DIFF","Üçüncü aşamaya ulaştığında süperini kullanınca hareket hızı artar."
"TID_SPEEDY_BUDDY_GADGET_1_DESC","Max ileri atılır, bu sırada hiçbir hasar almaz ve ilk ileri atılışından <c00cc00><!buddy.accessory.skill.activationSelfStatusEffect[1].duration.ticksAsSeconds></c> saniye sonra tekrar ileri atılabilir."
"TID_SPEEDY_BUDDY_GADGET_1_DIFF","Max, ilk ileri atılışından <c00cc00><!buddy.accessory.skill.activationSelfStatusEffect[1].duration.ticksAsSeconds></c> saniye sonra ikinci kez ileri atılabilir."
"TID_SPEEDY_BUDDY_GADGET_2_DESC","Max bir yıldırım atar. Aksesuarını tekrar kullandığında veya <c00cc00><!buddy.accessory.skill.projectile.spawnAreaEffectObject.timeMs.msAsSeconds></c> saniye sonra yıldırıma ışınlanır, yıldırımı attığı andan itibaren aldığı hasar kadar iyileşir. Işınlandığında cephanesini doldurur ve etrafındaki arkadaşlarını kendi iyileştiği kadar iyileştirir."
"TID_SPEEDY_BUDDY_GADGET_2_DIFF","Max, ışınlandığında cephanesini doldurur ve etrafındaki arkadaşlarını kendi iyileştiği kadar iyileştirir."
"TID_SPEEDY_BUDDY_OVERCHARGE_DESC","Max her takım üyesine bir enerji içeceği fırlatarak takım üyelerinin hareket hızını artırır ve süper saldırılarını %25 doldurur. Temel saldırısıyla düşmanları vurduğunda takım arkadaşlarının süperini <c00cc00>%<!card.character.weaponSkill.overchargedVersion.projectile.onEnemyHitAction.areaEffect.damage.ultiChargeAsPercent></c> doldurur."
"TID_SPEEDY_BUDDY_OVERCHARGE_DIFF","Max, düşmanları temel saldırısıyla her vurduğunda takım arkadaşlarının ve kendisinin süperini <c00cc00>%<!card.character.weaponSkill.overchargedVersion.projectile.onEnemyHitAction.areaEffect.damage.ultiChargeAsPercent></c> doldurur."
"TID_SPEEDY_BUDDY_STARPOWER_1_DESC","Düşmanları temel saldırısıyla vurduğunda süperinin süresi <c00cc00><!card.component.value.ticksAsSeconds></c> saniye uzar, süperinin etkisindeki takım arkadaşları <c00cc00><!buddy.trait.statusEffect.duration.ticksAsSeconds></c> saniyeliğine bir kalkan kazanır."
"TID_SPEEDY_BUDDY_STARPOWER_1_DIFF","Max'in süperinin etkisindeki takım arkadaşları <c00cc00><!buddy.trait.statusEffect.duration.ticksAsSeconds></c> saniyeliğine bir kalkan kazanır."
"TID_SPEEDY_BUDDY_STARPOWER_2_DESC","Max, hareket halindeyken cephanesini daha hızlı doldurur ve temel saldırısıyla düşmanları vurduğunda hareket hızı artar."
"TID_SPEEDY_BUDDY_STARPOWER_2_DIFF","Max temel saldırısıyla düşmanları vurduğunda ani bir hareket hızı kazanır."
"TID_TRICKSHOTDUDE_BUDDY_GADGET_1_DESC","Rico <c00cc00><!buddy.accessory.skill.summonedcharacter.maxhealth.scaleStatToLevel></c> sağlığa sahip bir otomat yerleştirir. Rico, otomat patlayıp her yöne mermiler gönderene kadar otomattan seken atışlar yapabilir. Rico otomattan mermi sektirdiğinde, patlayan otomatın etrafa ek mermiler atmasını sağlar."
"TID_TRICKSHOTDUDE_BUDDY_GADGET_1_DIFF","Rico otomattan mermi sektirdiğinde, patlayan otomatın etrafa ek mermiler atmasını sağlar."
"TID_TRICKSHOTDUDE_BUDDY_GADGET_2_DESC","Rico, düşmanlara veya bir duvara isabet edince daha küçük <c00cc00><!buddy.accessory.skill.projectile.chainbullets></c> mermiye bölünen büyük bir mermi atar.\nMermiler ayrıca düşmanları yavaşlatır."
"TID_TRICKSHOTDUDE_BUDDY_GADGET_2_DIFF","Mermiler ayrıca düşmanları yavaşlatır."
"TID_TRICKSHOTDUDE_BUDDY_STARPOWER_1_DESC","Rico'nun temel saldırısında ve süperinde attığı mermiler bir kez sektikten sonra <c00cc00>+<!card.value1.scaleweapondamagelevel.scaleStatToLevel></c> hasar verir ve isabet ettiklerinde Rico'nun süperini <c00cc00>%<!buddy.trait.value></c> doldurur."
"TID_TRICKSHOTDUDE_BUDDY_STARPOWER_1_DIFF","Seken mermiler isabet edince süperi de <c00cc00>%<!buddy.trait.value></c> doldurur."
"TID_TRICKSHOTDUDE_BUDDY_STARPOWER_2_DESC","Rico, sağlığı <c00cc00>%<!card.component[0].values[0]></c> altına düştüğünde <c00cc00>%<!card.component[0].values[2]></c> daha hızlı hareket eder. Hareket hızı, <c00cc00>%<!card.component[0].values[1]></c> sağlıktayken en fazla <c00cc00>%<!card.component[0].values[3]></c> artabilir."
"TID_TRICKSHOTDUDE_BUDDY_STARPOWER_2_DIFF","Rico <c00cc00>%<!card.component[0].values[1]></c> sağlıktayken hareket hızı artar (maksimum <c00cc00>%<!card.component[0].values[3]></c>)."
"TID_TRICKSHOTDUDE_BUDDY_OVERCHARGE_DESC","Rico'nun süper mermileri daha da uzağa seker, toplam menzil ve süreleri artar. Rico temel saldırısında ek mermi atar ve mermileri daha hızlı gider."
"TID_TRICKSHOTDUDE_BUDDY_OVERCHARGE_DIFF","Rico temel saldırısında ek mermi atar ve mermileri daha hızlı gider."
"TID_BUDDY_TRICKSHOTDUDE_GADGETS_UNLOCK","RICO'NUN AKSESUAR BUFFIE'Sİ"
"TID_BUDDY_TRICKSHOTDUDE_STARPOWERS_UNLOCK","RICO'NUN YILDIZ BUFFIE'Sİ"
"TID_BUDDY_TRICKSHOTDUDE_OVERCHARGE_UNLOCK","RICO'NUN HİPER BUFFIE'Sİ"
"TID_GAME_MODE_80","YEMEK SAVAŞI"
"TID_BUDDY_MECHADUDE_GADGETS_UNLOCK","MEG'İN AKSESUAR BUFFIE'Sİ"
"TID_BUDDY_MECHADUDE_STARPOWERS_UNLOCK","MEG'İN YILDIZ BUFFIE'Sİ"
"TID_BUDDY_MECHADUDE_OVERCHARGE_UNLOCK","MEG'İN HİPER BUFFIE'Sİ"
"TID_TEAM_ERROR_146","Tüm takım arkadaşları aynı kule katında bulunmalıdır."
"TID_INBOX_ALL_YOU_CAN_BEAT_PERFECT_RUN","Kuleyi Yık: MÜKEMMEL SERİYLE bitirdin! Özel bir ödül seni bekliyor."
"TID_INBOX_ALL_YOU_CAN_BEAT_VICTORY","Kuleyi Yık: Kuleye girdin ve kazandın!"
"TID_INBOX_ALL_YOU_CAN_BEAT_DEFEAT","Kuleyi Yık: Yenildin."
"TID_SHOP_OFFER_TITLE_91","Rastgele Kostüm!"
"TID_COOKING_INTRO_TEXT","Tavan için malzeme topla!"
"TID_ALL_YOU_CAN_BEAT_NEW_TOWER","YENİ KULE"
"TID_ALL_YOU_CAN_BEAT_TOWER_OPEN","KULE AÇILDI!"
"TID_ALL_YOU_CAN_BEAT_FLOOR_CLEARED","KAT TAMAMLANDI"
"TID_ALL_YOU_CAN_BEAT_FLOOR_LOST","KAT KAYBEDİLDİ"
"TID_ALL_YOU_CAN_BEAT_TOWER_COMPLETE","KULE TAMAMLANDI"
"TID_ALL_YOU_CAN_BEAT_TOWER_COMPLETE_CONTINUE","YIKALIM!"
"TID_COLLAB_NANO_NOODLES_FINISHED","BİTİRDİN"
"TID_COLLAB_NANO_NOODLES_TITLE","NOODLE DEVRİMİ"
"TID_COLLAB_NANO_NOODLES_SUMMARY_SKINS","AÇILAN KOSTÜMLER"
"TID_COLLAB_NANO_NOODLES_SUMMARY_NOODLES","Açılan NanoPaket"
"TID_COLLAB_NANO_NOODLES_SUMMARY_POWERS","Açılan NanoGüç"
"TID_COLLAB_NANO_NOODLES_SUMMARY_STEP_ASIDE","GİT BURADAN"
