TID,KR
TID_SHOP_CANDYLAND_SKINS,캔디랜드 스킨
TID_SKIN_INFO_CAMPAIGN_DARKMAS_TITLE,다크 브롤리데이
TID_SKIN_INFO_CAMPAIGN_CANDYLAND_TITLE,캔디랜드
TID_DARKMAS_SKINS_INFO,스킨 세트
TID_CANDYLAND_SKINS_INFO,스킨 세트
TID_RECRUIT_TOKENS_INFO_TITLE,크레딧
TID_RECRUIT_TOKENS_INFO_TXT1,크레딧을 모아 브롤러를 잠금 해제하세요.
TID_UNLOCK_BRAWLERS_INFO_TITLE,브롤러 잠금 해제
TID_UNLOCK_BRAWLERS_INFO_TXT1,크레딧을 모아 브롤러를 잠금 해제하세요.\n신규 브롤러의 잠금 해제를 지금 시작하세요!
TID_INFO_BUTTON_LETS_GO,시작!
TID_RECRUIT_ROAD_CHOOSE_BRAWLER_SWITCH,선택한 브롤러는 언제든지 교체할 수 있습니다!
TID_HERO_INFO_BUY_MISSING_POWER_POINTS1,<MISSINGPOWERPOINTS> PP가 모자랍니다.
TID_HERO_INFO_BUY_MISSING_POWER_POINTS2,부족한 PP를 구매할까요?
TID_HERO_INFO_BUY_MISSING_POWER_POINTS_GEMS1,<MISSINGPOWERPOINTS> PP가 모자랍니다.
TID_HERO_INFO_BUY_MISSING_POWER_POINTS_GEMS2,부족한 PP를 구매하려면 보석이 <MISSINGGEMS>개 더 필요합니다.
TID_HERO_INFO_BUY_BOTH_MISSING_TITLE1,<MISSINGPOWERPOINTS> PP 및
TID_HERO_INFO_BUY_BOTH_MISSING_TITLE2,코인 <MISSINGCOINS>개가 모자랍니다.
TID_HERO_INFO_BUY_BOTH_MISSING_TEXT,부족한 자원을 바로 구매할까요?
TID_HERO_INFO_BUY_BOTH_MISSING_GEMS_TITLE1,<MISSINGPOWERPOINTS> PP 및
TID_HERO_INFO_BUY_BOTH_MISSING_GEMS_TITLE2,코인 <MISSINGCOINS>개가 모자랍니다.
TID_HERO_INFO_BUY_BOTH_MISSING_GEMS_TEXT,부족한 자원을 구매하려면 보석이 <MISSINGGEMS>개 더 필요합니다.
TID_CHOOSE_BRAWLER_INFO_TITLE,잠금 해제할 브롤러 선택
TID_CHOOSE_BRAWLER_INFO_TXT1,이 희귀도에서 원하는 브롤러를 1명 선택하고
TID_CHOOSE_BRAWLER_INFO_TXT2,크레딧을 모아 선택한 브롤러를 획득하세요!
TID_CHOOSE_BRAWLER_INFO_TXT3,나중에 선택을 변경하려면 스타 로드에서 잠금 해제 중인 브롤러를 누르세요.
TID_UNLOCK_BRAWLERS_INFO_SPLASH,브롤러를 잠금 해제하는 새로운 방법!
TID_CHINA_YOOZOO_EXTRA_PRIVACY_BUTTON,个人信息收集清单
TID_BRAWLER_SCREEN_EXISTING_POWER_POINTS,보유한 PP:
TID_RESOURCES_YOU_HAVE,보유 중:
TID_CHROMATIC_COINS_INFO_TITLE,크로마틱 브롤러
TID_CHROMATIC_COINS_INFO_TEXT1,크로마틱 브롤러는 매 브롤 패스마다 등장하는 시즌성 브롤러입니다.\n이제 크로마 크레딧으로 잠금 해제할 수 있습니다.
TID_RECRUIT_ROAD_TUTORIAL,스타 로드에 오신 걸 환영합니다! 크레딧을 모아 여기에서 새로운 브롤러를 얻으세요.
TID_RECRUIT_ROAD_HELP_TUTORIAL,여기를 눌러 스타 로드를 어떻게 진행하는지 알아보세요!
TID_SHOP_DAILY_FREEBIE_JACKPOT,잭팟!
TID_RANK_POPUP_COLLECT_CREDITS_TO_UNLOCK_NEXT_BRAWLER,크레딧을 모아 <BRAWLER> 잠금 해제
TID_HOMEPAGE_GUIDE_COLLECT_TR_2_CREDITS,수령할 크레딧이 있습니다. 지금 새로운 브롤러를 잠금 해제하세요!
TID_HOMEPAGE_GUIDE_COLLECTED_BRAWL_PASS_CREDITS,<BRAWLER> 잠금 해제를 위한 크레딧을 모았습니다!
TID_HOMEPAGE_GUIDE_STARR_ROAD_CHECK_HERE,여기에서 스타 로드를 어떻게 진행하는지 알아보세요!
TID_CHROMATIC_SHOP_TUTORIAL_1,이번 시즌의 브롤러입니다. 브롤 패스에서 잠금 해제하세요.
TID_CHROMATIC_SHOP_TUTORIAL_2,크로마 크레딧이나 보석으로 다른 크로마틱 브롤러를 잠금 해제하세요.
TID_CHROMATIC_SHOP_TUTORIAL_3,여기를 눌러 크로마틱 브롤러에 관해 자세히 알아보세요.
TID_SWITCH_TRANSFER,<BRAWLER>의 크레딧 이전하기
TID_SKIN_INFO_CAMPAIGN_LUNAR_BRAWL_2023,2023 설날 맞이 스킨
TID_SKIN_INFO_WC_2022,2022 월드 챔피언 스킨
TID_SKIN_INFO_CAMPAIGN_ANNIVERSARY_2022,브롤스타즈 2022 기념일
TID_HOMEPAGE_GUIDE_CHROMATIC_SHOP_TUTORIAL_1,구매 가능한 크로마틱 브롤러를 확인하세요.
TID_HOMEPAGE_GUIDE_CHROMATIC_SHOP_TUTORIAL_2,여기를 눌러 크로마틱 브롤러를 확인하세요.
TID_CHROMATIC_HERO_UNLOCK_MORE_TO_PURCHASE_SINGLE,<HERO>: 크로마 크레딧으로 구매하려면 크로마틱 브롤러를 <NUM>명 더 잠금 해제하세요.
TID_PURCHASE_BRAWLER_ERROR_PREVIOUS_CHROMATIC_BRAWLER_COUNT_TOO_SMALL_SINGLE,우선 크로마틱 브롤러를 <NUM>명 더 잠금 해제해야 합니다.
TID_HERO_INFO_LOCKED_INFO_UNLOCK_MORE_CHROMATIC_BRAWLERS_SINGLE,크로마틱 브롤러 <COUNT>명 더 획득 필요
TID_MASTERY_TIER_1,I
TID_MASTERY_TIER_2,II
TID_MASTERY_TIER_3,III
TID_MASTERY_TIER_4,IV
TID_MASTERY_TIER_5,V
TID_MASTERY_TIER_6,VI
TID_MASTERY_TIER_7,VII
TID_MASTERY_TIER_8,VIII
TID_MASTERY_TIER_9,IX
TID_MASTERY_TIER_10,X
TID_REWARD_INFO_RESOURCE_RECRUITTOKENS,<AMOUNT> 크레딧 획득
TID_REWARD_INFO_RESOURCE_CHROMATICTOKENS,<AMOUNT> 크로마 크레딧 획득
TID_REWARD_INFO_RESOURCE_FAME,<AMOUNT> 명성 획득
TID_REWARD_INFO_RESOURCE_POWERPOINTS,<AMOUNT> PP 획득
TID_EVENT_SLOT_NAME_33,커뮤니티 이벤트
TID_EMOTE_CATEGORY_6,1번 슬롯
TID_EMOTE_CATEGORY_INTRO_PINS,전투 시작 핀
TID_PIN_POPUP_BATTLE_INTRO,전투를 시작할 때 이 핀을 표시하세요!
TID_DETECTIVE_GRAY_SKIN,탐정 그레이
TID_DETECTIVE_GRAY_SKIN_SHOP,탐정 그레이
TID_CHINA_ENTER_HELPSHIFT_CONVERSATION_TITLE,重要提示
TID_CHINA_ENTER_HELPSHIFT_CONVERSATION_TEXT,为方便您与客服交流，如需要提供已拍摄照片或截图，我们需要获取您设备的相册权限，以及读取存储器的权限。
TID_CHINA_ENTER_HELPSHIFT_CONVERSATION_YES,允许
TID_CHINA_ENTER_HELPSHIFT_CONVERSATION_NO,拒绝
TID_CLAIM_MASTERY_REWARD_ERROR_1,마스터리 보상을 받을 수 없습니다. 나중에 다시 시도해주세요.
TID_CLAIM_MASTERY_REWARD_ERROR_2,마스터리 보상을 이미 받았습니다.
TID_CLAIM_MASTERY_REWARD_ERROR_3,이 레벨에 도달하려면 마스터리 포인트를 더 모으세요!
TID_CLAIM_MASTERY_REWARD_ERROR_4,이전의 마스터리 보상을 먼저 수령하세요!
TID_BATTLE_INTRO_OWN_TEAM,내 팀
TID_BATTLE_INTRO_ENEMY_TEAM,상대 팀
TID_SPLITTER,R-T
TID_SPLITTER_SHORT_DESC,대미지 딜러
TID_SPLITTER_DESC,"스타 파크에서 길을 잃으셨나요? 걱정 마세요! R-T가 지켜보고 있습니다!\n음, 아뇨. 사실은 감시하고 있습니다. 네, 완전히요."
TID_SPLITTER_WEAPON,표적 설정
TID_SPLITTER_WEAPON_DESC,탄환 한 발을 발사하여 명중한 적에게 표식을 남깁니다. 표식이 있는 적에게 다시 피해를 입히면 추가 피해를 주며 표식이 사라집니다.
TID_SPLITTER_LEGS_WEAPON,전자 과부하
TID_SPLITTER_LEGS_WEAPON_DESC,R-T 본체와 다리가 강력한 신호를 발산하여 주변의 모든 적에게 피해를 줍니다.
TID_SPLITTER_ULTI_SPLIT,레이더파
TID_SPLITTER_ULTI_SPLIT_DESC,다리로 즉시 이동해 합체한 후 <c00cc00><VALUE1></c> HP를 회복합니다.
TID_SPLITTER_ULTI_WHOLE,숨바꼭질
TID_SPLITTER_ULTI_WHOLE_DESC,"R-T가 둘로 나뉩니다. 분리된 다리와 본체가 적에게 표식을 남기는 강력한 근거리 공격을 하며, R-T 본체의 이동 속도가 증가합니다."
TID_SPEC_ABI_SPLITTER_1,재빠른 계산
TID_SPEC_ABI_SPLITTER_1_DESC,생성된 표식이 <c00cc00><VALUE1></c>초 더 오래 지속됩니다.
TID_SPEC_ABI_SPLITTER_2,녹화 모드
TID_SPEC_ABI_SPLITTER_2_DESC,분리 상태일 때 R-T 본체와 다리가 입는 피해량이 <c00cc00><VALUE1></c>% 감소합니다.
TID_ACCESSORY_SPLITTER_GADGET_1,직렬연결
TID_ACCESSORY_SPLITTER_GADGET_1_DESC,"분리 상태일 때 다리에 신호를 보내, 둘 사이에 있는 적 브롤러에게 <c00cc00><VALUE1></c> 피해를 주며, 느리게 만듭니다."
TID_ACCESSORY_SPLITTER_GADGET_2,해킹 주의!
TID_ACCESSORY_SPLITTER_GADGET_2_DESC,모든 적 브롤러에 남긴 표식을 즉시 발동하여 피해를 줍니다.
TID_PUPPETEER,윌로우
TID_PUPPETEER_SHORT_DESC,컨트롤러
TID_PUPPETEER_DESC,사랑스럽냐고요? 그럴지도요.\n무섭냐고요? 의심의 여지가 없죠.\n조종하냐고요? 100%.
TID_PUPPETEER_WEAPON,등불의 저주
TID_PUPPETEER_WEAPON_DESC,등불을 던져 적중한 적에게 지속 피해를 줍니다.
TID_PUPPETEER_ULTI,꼭두각시
TID_PUPPETEER_ULTI_DESC,올챙이 하나를 발사해 명중한 적을 완전히 치유하고 마음대로 조종합니다. 윌로우는 조종 상태의 적 브롤러를 마음대로 움직이며 기본 공격을 사용할 수 있습니다. 조종 상태는 <c00cc00><VALUE1></c>초 후 또는 브롤러의 HP가 <c00cc00><VALUE2></c>% 남으면 종료됩니다.
TID_SPEC_ABI_PUPPETEER_1,사랑의 콩깍지
TID_SPEC_ABI_PUPPETEER_1_DESC,등불의 저주의 기본 효과와 더불어 적중한 적 브롤러의 재장전 속도를 <c00cc00><VALUE1>%</c> 감소시킵니다.
TID_SPEC_ABI_PUPPETEER_2,집착
TID_SPEC_ABI_PUPPETEER_2_DESC,꼭두각시로 조종당하는 적의 이동 속도가 <c00cc00><VALUE1></c>% 증가합니다.
TID_ACCESSORY_PUPPETEER_GADGET_1,오싹한 매력
TID_ACCESSORY_PUPPETEER_GADGET_1_DESC,"다음 등불의 저주 공격이 <c00cc00><VALUE1></c>의 추가 피해를 줍니다. 단, 지속 피해 대신 총 피해량을 한 번에 입힙니다."
TID_ACCESSORY_PUPPETEER_GADGET_2,잠수
TID_ACCESSORY_PUPPETEER_GADGET_2_DESC,"<c00cc00><VALUE1></c>초 동안 잠수하여 누구에게도 공격받지 않습니다. 단, 그동안 어떤 행동도 할 수 없습니다."
TID_POPUP_GEM_CONFIRM_TITLE,구매 확인
TID_POPUP_GEM_CONFIRM_GADGET,정말 보석으로 이 가젯을 구매할까요?
TID_POPUP_GEM_CONFIRM_STAR_POWER,정말 보석으로 이 스타 파워를 구매할까요?
TID_POPUP_GEM_CONFIRM_BRAWLER_UPGRADE,정말 보석으로 이 브롤러를 업그레이드할까요?
TID_POPUP_GEM_CONFIRM_GEAR,정말 보석으로 이 기어를 구매할까요?
TID_POPUP_GEM_CONFIRM_LEVEL_UP,정말 보석으로 이 브롤러의 레벨을 올릴까요?
TID_FRIENDLY_GAME_LOCKED,<TROPHIES> 트로피에 도달해 친선 전투를 잠금 해제하세요.
TID_MASTERY_LEVEL_START,마스터리
TID_MASTERY_LEVEL_BRONZE,브론즈 <TIER>
TID_MASTERY_LEVEL_SILVER,실버 <TIER>
TID_MASTERY_LEVEL_GOLD,골드 <TIER>
TID_HERO_MASTERY_POINTS_PROGRESS,<NUM>/<MAX>
TID_HERO_MASTERY_POINTS_BATTLE_PROGRESS,<NUM>/<MAX>
TID_MASTERY_TITLE,마스터리
TID_MASTERY_FALLBACK_REWARD_DESC,해당 마스터리 보상을 이미 보유하여 대체 보상(<REWARD>)이 지급됩니다!
TID_MASTERY_FALLBACK_REWARD_TITLE,마스터리 보상
TID_MASTERY_FALLBACK_REWARD_BUTTON_CLAIM,받기
TID_MASTERY_REWARD_REPLACED_TITLE,대신 아래 보상이 지급됩니다.
TID_MASTERY_REWARD_REPLACED_POWER_POINTS,<AMOUNT> PP를 받을 수 있는 브롤러가 없으며 PP 한도에 도달하셨습니다.\n\n다른 보상을 대신 수령하시겠습니까?
TID_TITLE_MASTERY_SHELLY,설명할 시간 없어!
TID_TITLE_MASTERY_COLT,얼굴 천재
TID_TITLE_MASTERY_BULL,불도저!
TID_TITLE_MASTERY_BROCK,붐!
TID_TITLE_MASTERY_RICO,사랑꾼
TID_TITLE_MASTERY_SPIKE,유일무이
TID_TITLE_MASTERY_BARLEY,맛이 어때요?
TID_TITLE_MASTERY_JESSIE,건축 장인
TID_TITLE_MASTERY_NITA,야성미 폭발
TID_TITLE_MASTERY_DYNAMIKE,새야 새야 새야!
TID_TITLE_MASTERY_ELPRIMO,엘 루차도르
TID_TITLE_MASTERY_MORTIS,밤의 생명체
TID_TITLE_MASTERY_CROW,까악까악!
TID_TITLE_MASTERY_POCO,엘 마리아치
TID_TITLE_MASTERY_BO,자연인
TID_TITLE_MASTERY_PIPER,스나이퍼
TID_TITLE_MASTERY_PAM,든든한 엄마
TID_TITLE_MASTERY_TARA,타로 마스터
TID_TITLE_MASTERY_DARRYL,해적왕!
TID_TITLE_MASTERY_PENNY,바다의 반항아
TID_TITLE_MASTERY_FRANK,체력만점
TID_TITLE_MASTERY_GENE,매콤한 손맛
TID_TITLE_MASTERY_TICK,내 머리 내놔
TID_TITLE_MASTERY_LEON,은신의 귀재
TID_TITLE_MASTERY_ROSA,초록 손
TID_TITLE_MASTERY_CARL,지질학자
TID_TITLE_MASTERY_BIBI,쿨 캣
TID_TITLE_MASTERY_8BIT,SYS 64738
TID_TITLE_MASTERY_SANDY,잠꾸러기
TID_TITLE_MASTERY_BEA,여왕벌
TID_TITLE_MASTERY_EMZ,#맞팔
TID_TITLE_MASTERY_MRP,보스
TID_TITLE_MASTERY_MAX,전광석화
TID_TITLE_MASTERY_JACKY,#@%**
TID_TITLE_MASTERY_GALE,제설 담당
TID_TITLE_MASTERY_NANI,꼼꼼왕
TID_TITLE_MASTERY_SPROUT,나무 애호가
TID_TITLE_MASTERY_SURGE,형님
TID_TITLE_MASTERY_COLETTE,수집가
TID_TITLE_MASTERY_AMBER,불쏘시개
TID_TITLE_MASTERY_LOU,빙수가 왔어요!
TID_TITLE_MASTERY_BYRON,센세이셔널
TID_TITLE_MASTERY_EDGAR,브롤스타즈의 CEO
TID_TITLE_MASTERY_RUFFS,대령
TID_TITLE_MASTERY_STU,장난꾸러기
TID_TITLE_MASTERY_BELLE,스타
TID_TITLE_MASTERY_SQUEAK,"앗, 실수!"
TID_TITLE_MASTERY_GROM,왼손은 거들 뿐!
TID_TITLE_MASTERY_BUZZ,타고난 악동
TID_TITLE_MASTERY_GRIFF,욕심쟁이
TID_TITLE_MASTERY_ASH,쓰레기 티어
TID_TITLE_MASTERY_MEG,기술 지원 2.0
TID_TITLE_MASTERY_LOLA,드라마 퀸
TID_TITLE_MASTERY_FANG,발차기의 귀재
TID_TITLE_MASTERY_EVE,시대의 어머니상
TID_TITLE_MASTERY_JANET,로켓걸
TID_TITLE_MASTERY_BONNIE,사고뭉치
TID_TITLE_MASTERY_OTIS,예술가
TID_TITLE_MASTERY_SAM,대담한 카운터
TID_TITLE_MASTERY_GUS,미아
TID_TITLE_MASTERY_BUSTER,블록버스터
TID_TITLE_MASTERY_CHESTER,만능 재주꾼
TID_TITLE_MASTERY_GRAY,회색 친구
TID_TITLE_MASTERY_MANDY,말괄량이
TID_MASTERY_INFO_TITLE,마스터리가 무엇인가요?
TID_MASTERY_INFO_TXT1,승리할 때마다 마스터리 포인트를 얻습니다.
TID_MASTERY_INFO_TXT2,마스터리 랭크를 올려 보상을 획득하세요.
TID_MASTERY_INFO_TXT3,브롤러의 트로피나 파워 리그 랭크를 올려 승리할 때마다 마스터리 포인트를 추가로 획득하세요.
TID_MASTERY_INFO_TXT4,이 브롤러로 플레이해 보상을 획득하세요.
TID_SKIN_INFO_MASKS,아야카시 클랜
TID_SKIN_INFO_HUB,브롤러의 자격
TID_QUESTS_SEASON_TITLE,시즌 퀘스트
TID_QUESTS_SEASON_UNLOCK_AT,잠금 해제에 필요한 트로피 수:
TID_QUESTS_SEASON_SUBTITLE,시즌 퀘스트를 완수하여 추가 토큰을 얻으세요!
TID_MASTERY_RANK_UP,마스터리 랭크 업!
TID_MASTERY_ALL_MASTERY_POINTS_COLLECTED,오늘 모을 수 있는 마스터리 포인트를 모두 획득했습니다.
TID_MASTERY_MVP_BONUS,스타 플레이어 보너스
TID_MASTERY_MAX_RANK,마스터리 랭크 최대
TID_SHOP_OFFER_INFO_44,일일 퀘스트를 잠금 해제하고 더 많은 브롤 패스 토큰을 획득하세요.
TID_BATTLE_CARD_TITLE,전투 카드
TID_BATTLE_CARD_SUB_TITLE_BRAWLER,<BRAWLER>
TID_BATTLE_CARD_SUB_TITLE_DEFAULT,기본
TID_PROFILE_FAVORITE_BRAWLER_TITLE,가장 좋아하는 브롤러
TID_PROFILE_TITLE,프로필
TID_PREVIOUS_STATS_TITLE,이전 통계
TID_PREVIOUS_STATS_LIST,<LEGACYXP><STAT:9><STAT:12><STAT:16><STAT:15>
TID_PREVIOUS_STAT_LEGACY_XP,<c0070dd>XP 레벨 <XPLEVEL> - <XPPOINTS>/<XPPOINTMAX></c>\n\n
TID_PREVIOUS_STAT_FORMAT,<NAME> - <cde9700><VALUE></c>\n
TID_FAVOURITE_BRAWLER_NOT_CHOSEN,미선택
TID_FAVOURITE_BRAWLER_CHOOSE,선택
TID_CHINA_YOOZOO_ACCOUNT_OPENID_LOGIN_NOT_ENABLED,此账号已成功完成绑定，请您继续使用原有方式登录，后续登录方式请留意官方公告。
TID_QUESTS_SEASON_INFO_UNCLAIMED,이제 트로피 진척도에서 시즌 퀘스트를 잠금 해제할 수 있습니다!
TID_BATTLE_CARD_CHOOSE_DEFAULT,기본을 사용
TID_INBOX_CAPTION_MASTERY_DONATION,<NAME>에게 <AMOUNT> 마스터리 포인트를 선물
TID_INTRO_CARD_DEFAULT,기본 사용:
TID_INTRO_CARD_OVERRIDE_PROFILE,<BRAWLER>에만 표시할 아이콘을 선택하세요.
TID_INTRO_CARD_OVERRIDE_EMOTE,<BRAWLER>에만 표시할 핀을 선택하세요.
TID_INTRO_CARD_OVERRIDE_TITLE,<BRAWLER>에만 표시할 칭호를 선택하세요.
TID_INTRO_CARD_DEFAULT_PROFILE,기본 아이콘을 선택하세요.
TID_INTRO_CARD_DEFAULT_EMOTE,기본 핀을 선택하세요.
TID_INTRO_CARD_DEFAULT_TITLE,기본 칭호를 선택하세요.
TID_BATTLE_INTRO_COUNTDOWN_TITLE,매치 시작까지:
TID_BATTLE_INTRO_CARD_DEFAULT,기본
TID_INTRO_CARD_NO_TITLES,각 브롤러가 마스터리 레벨 10에 도달하면 타이틀을 얻을 수 있습니다.
TID_SHOP_MASKS_SKINS,아야카시 클랜
TID_SKIN_INFO_CAMPAIGN_MASKS_TITLE,아야카시 클랜
TID_MASKS_SKINS_INFO,스킨 세트
TID_EL_MAYORDOMO_SKIN,엘 마요르도모
TID_EL_MAYORDOMO_SKIN_SHOP,엘 마요르도모
TID_SPIRIT_KNIGHT_FRANK_SKIN,영혼 기사 프랭크
TID_SPIRIT_KNIGHT_FRANK_SKIN_SHOP,영혼 기사 프랭크
TID_KITSUNE_LOLA_SKIN,백여우 롤라
TID_KITSUNE_LOLA_SKIN_SHOP,백여우 롤라
TID_TENGU_MIKE_SKIN,요괴 마이크
TID_TENGU_MIKE_SKIN_SHOP,요괴 마이크
TID_ONI_OTIS_SKIN,도깨비 오티스
TID_ONI_OTIS_SKIN_SHOP,도깨비 오티스
TID_ALLEYCAT_BULL_SKIN,뒷골목 고양이 불
TID_ALLEYCAT_BULL_SKIN_SHOP,뒷골목 고양이 불
TID_MARIPOSA_PIPER_SKIN,호랑나비 파이퍼
TID_MARIPOSA_PIPER_SKIN_SHOP,호랑나비 파이퍼
TID_POPSTAR_JANET_SKIN,팝스타 자넷
TID_POPSTAR_JANET_SKIN_SHOP,팝스타 자넷
TID_BELL_NANI_SKIN,핑크벨 나니
TID_BELL_NANI_SKIN_SHOP,핑크벨 나니
TID_MAGIC_CARPET_CARL_SKIN,술탄 칼
TID_MAGIC_CARPET_CARL_SKIN_SHOP,술탄 칼
TID_DETECTIVE_GRAY_NOIR_SKIN,탐정 그레이 누아르 에디션
TID_DETECTIVE_GRAY_NOIR_SKIN_SHOP,탐정 그레이\n누아르 에디션
TID_ROTOCOP_SKIN,순찰대원 R-T
TID_ROTOCOP_SKIN_SHOP,순찰대원 R-T
TID_CRIMSON_RT_SKIN,크림슨 R-T
TID_CRIMSON_RT_SKIN_SHOP,크림슨 R-T
TID_CC_UNLIMITED_LIVES,챌린지 시도 기회 무제한
TID_CC_POPUP_DESC_UNLIMITED_LIVES,승리할 때마다 멋진 보상을 획득하세요! <WINS>번 승리해야 챌린지를 완료할 수 있습니다.
TID_EVENT_MODIFIER_18,부활절 달걀
TID_EVENT_MODIFIER_DESC_18,부활절 달걀을 모아 보상을 획득하세요!
TID_BATTLE_CARD_TYPE_TAB_DEFAULTS,기본
TID_TITLE_MASTERY_RT,감시자
TID_TITLE_MASTERY_WILLOW,머릿속을 맴돌아요!
TID_SHOP_HUB_SKINS,브롤러의 자격
TID_SKIN_INFO_CAMPAIGN_HUB_TITLE,브롤러의 자격
TID_HUB_SKINS_INFO,스킨 세트
TID_INBOX_CAPTION_REWARD_BUNDLE_SKIN_PINS,스킨 핀 선물:
TID_GEMGRAB_481,네 개의 문
TID_GEMGRAB_482,든든한 센터
TID_HEIST_481,오프셋 하이스트
TID_HEIST_482,센터 컨트롤
TID_BOUNTY_481,교차로
TID_BOUNTY_482,갈팡질팡
TID_BOUNTY_483,강철 교착
TID_HOTZONE_481,러시아워
TID_HOTZONE_482,강철 뚜껑
TID_KNOCKOUT_481,적당한 중간지점
TID_KNOCKOUT_482,차근차근
TID_SHOWDOWN_481,기둥투성이
TID_SHOWDOWN_482,굳은 심지
TID_TAGTEAM_481,두더지 잡기
TID_TAGTEAM_482,네 개의 호수
TID_TAGTEAM_483,그림 섬
TID_TAGTEAM_484,철심
TID_BASKET_481,푸른 목장
TID_BASKET_482,철의 장막
TID_BASKET_483,바스켓 요새
TID_BASKET_484,댄스 배틀
TID_BRAWLBALL_481,빙글빙글
TID_BRAWLBALL_482,강철 통로
TID_CONTEXT_MENU_REPORT_PICTURE,사진 신고
TID_REPORT_PROFILE_PICTURE_TITLE,프로필 사진 신고
TID_REPORT_PROFILE_PICTURE_TEXT,프로필 사진을 신고하시겠습니까?
TID_REPORT_PROFILE_PICTURE_CONFIRM,신고
TID_CANNOT_REPORT_PROFILE_PICTURE,프로필 사진을 신고할 수 없습니다.
TID_TRUE_GOLD_GUS_SKIN,트루 골드 거스
TID_TRUE_GOLD_GUS_SKIN_SHOP,트루 골드 거스
TID_TRUE_SILVER_GUS_SKIN,트루 실버 거스
TID_TRUE_SILVER_GUS_SKIN_SHOP,트루 실버 거스
TID_TRUE_GOLD_CHESTER_SKIN,트루 골드 체스터
TID_TRUE_GOLD_CHESTER_SKIN_SHOP,트루 골드 체스터
TID_TRUE_SILVER_CHESTER_SKIN,트루 실버 체스터
TID_TRUE_SILVER_CHESTER_SKIN_SHOP,트루 실버 체스터
TID_TRUE_GOLD_GRAY_SKIN,트루 골드 그레이
TID_TRUE_GOLD_GRAY_SKIN_SHOP,트루 골드 그레이
TID_TRUE_SILVER_GRAY_SKIN,트루 실버 그레이
TID_TRUE_SILVER_GRAY_SKIN_SHOP,트루 실버 그레이
TID_TRUE_GOLD_SAM_SKIN,트루 골드 샘
TID_TRUE_GOLD_SAM_SKIN_SHOP,트루 골드 샘
TID_TRUE_SILVER_SAM_SKIN,트루 실버 샘
TID_TRUE_SILVER_SAM_SKIN_SHOP,트루 실버 샘
TID_TRUE_GOLD_BUSTER_SKIN,트루 골드 버스터
TID_TRUE_GOLD_BUSTER_SKIN_SHOP,트루 골드 버스터
TID_TRUE_SILVER_BUSTER_SKIN,트루 실버 버스터
TID_TRUE_SILVER_BUSTER_SKIN_SHOP,트루 실버 버스터
TID_TRUE_GOLD_MANDY_SKIN,트루 골드 맨디
TID_TRUE_GOLD_MANDY_SKIN_SHOP,트루 골드 맨디
TID_TRUE_SILVER_MANDY_SKIN,트루 실버 맨디
TID_TRUE_SILVER_MANDY_SKIN_SHOP,트루 실버 맨디
TID_EVENT_EASTER_TITLE,부활절 이벤트
TID_BATTLE_CARD_DEFAULTS_DESCRIPTION,기본은 전투 카드를 설정하지 않은 모든 브롤러에 적용됩니다.
TID_EASTER_EGGS_COLLECTED,모은 달걀
TID_ITEMS_NEW,NEW
TID_AXL_WILLOW_SKIN,도롱뇽 윌로우
TID_AXL_WILLOW_SHOP,도롱뇽 윌로우
TID_COLLECT_EVENT_SOFT_CAP_MESSAGE,오늘의 큰 보상을 모두 획득했습니다!
TID_COLLECT_EVENT_HARD_CAP_MESSAGE,오늘 모을 수 있는 보상을 모두 획득했습니다!
TID_TENCENT_DOLPHIN_TITLE,检查更新
TID_TENCENT_DOLPHIN_CHECK_VERSION,检查最新版本
TID_TENCENT_DOLPHIN_DOWNLOADING_70,安装包更新
TID_TENCENT_DOLPHIN_DOWNLOADING_71,更新下载配置文件
TID_TENCENT_DOLPHIN_DOWNLOADING_72,更新下载差异文件
TID_TENCENT_DOLPHIN_DOWNLOADING_73,更新下载全量文件
TID_TENCENT_DOLPHIN_DOWNLOADING_74,更新校验完成文件
TID_TENCENT_DOLPHIN_DOWNLOADING_75,更新校验本地安装包
TID_TENCENT_DOLPHIN_DOWNLOADING_76,更新校验配置文件
TID_TENCENT_DOLPHIN_DOWNLOADING_77,更新校验差异文件
TID_TENCENT_DOLPHIN_DOWNLOADING_78,更新合并差异文件
TID_TENCENT_DOLPHIN_DOWNLOADING_79,更新校验全量文件
TID_TENCENT_DOLPHIN_DOWNLOADING_SIZE,<nowsize>/<totalsize>
TID_TENCENT_DOLPHIN_SUCCESS,检查更新完成
TID_TENCENT_DOLPHIN_ERROR,更新错误<error>
TID_TENCENT_DOLPHIN_CONFIRM,检查到新版本，请立即更新下载，大约<totalsize>k
TID_TENCENT_DOLPHIN_INSTALLFAIL,安装失败，请重试
TID_TENCENT_CDKEY_EXCHANGE,兑换码
TID_TENCENT_AGREE,同意
TID_TENCENT_DISAGREE,不同意
TID_TENCENT_REFUSE,拒绝
TID_TENCENT_RETURN,返回
TID_TENCENT_EXIT,退出
TID_TENCENT_RETRY,重试
TID_TENCENT_DOLPHIN_ERROR_0,初始化错误
TID_TENCENT_DOLPHIN_ERROR_1,网络错误，请在网络环境正常下重启游戏。
TID_TENCENT_DOLPHIN_ERROR_2,网络超时，请在网络环境正常下重启游戏。
TID_TENCENT_DOLPHIN_ERROR_3,磁盘空间不足，请清理磁盘空间后，重启游戏。
